ts,serialNo,home,batteryVoltageMilliV,insideTemperatureCentiC,humidityMilliPerc
2018-10-11,VA2836597248,174376,2791.7476,2030.404,689.75757
2018-10-12,VA2836597248,174376,2790.261,2023.8087,666.2087
2018-10-13,VA2836597248,174376,2789.8022,2134.7144,673.6374
2018-10-14,VA2836597248,174376,2789.6638,2058.2705,680.2459
2018-10-15,VA2836597248,174376,2788.837,1927.3546,705.5177
2018-10-16,VA2836597248,174376,2788.6929,1979.7808,715.0088
2018-10-17,VA2836597248,174376,2788.669000000001,1961.4257,699.3986
2018-10-18,VA2836597248,174376,2787.2432,1944.9392,689.9662
2018-10-19,VA2836597248,174376,2784.8044,1886.2458,670.55865
2018-10-20,VA2836597248,174376,2780.7395,1952.5469,652.5208
2018-10-21,VA2836597248,174376,2779.3977,2003.5028,660.9171
2018-10-22,VA2836597248,174376,2777.4043,1925.5027,642.27325
2018-10-23,VA2836597248,174376,2777.4272,1933.0388,634.1359
2018-10-24,VA2836597248,174376,2775.6094,1918.1124,660.2781
2018-10-25,VA2836597248,174376,2772.4666,1886.0778,651.99445
2018-10-26,VA2836597248,174376,2770.2104,1918.8134,618.4067
2018-10-27,VA2836597248,174376,2764.2790000000005,1999.8368,542.8
2018-10-28,VA2836597248,174376,2761.091,1944.0912,532.33527
2018-10-29,VA2836597248,174376,2759.9849,1823.8793,532.47546
2018-10-30,VA2836597248,174376,2759.3845,1771.2875,550.8947
2018-10-31,VA2836597248,174376,2757.473,1985.3834,528.4281
2018-11-01,VA2836597248,174376,2756.7227,1869.0454,568.7455
2018-11-02,VA2836597248,174376,2752.6917,2000.681,538.82794
2018-11-03,VA2836597248,174376,2752.6858,1381.0762,649.9524
2018-11-04,VA2836597248,174376,2750.658,1797.3376,621.2511
2018-11-05,VA2836597248,174376,2749.4724,1904.9633,611.6284
2018-11-06,VA2836597248,174376,2748.3809,1880.291,650.7883
2018-11-07,VA2836597248,174376,2745.595,1882.5385,651.8359
2018-11-08,VA2836597248,174376,2745.054,1869.8558,625.73425
2018-11-09,VA2836597248,174376,2744.6519,1807.5414,647.2099599999998
2018-11-10,VA2836597248,174376,2744.7832,1462.1205,717.49396
2018-11-11,VA2836597248,174376,2743.7666,1804.4833,691.91113
2018-11-12,VA2836597248,174376,2742.6575,1921.6295,643.03986
2018-11-13,VA2836597248,174376,2742.0,1890.9218,639.2782599999998
2018-11-14,VA2836597248,174376,2742.0134,1916.1306,640.5766
2018-11-15,VA2836597248,174376,2742.0,1901.37,666.07513
2018-11-16,VA2836597248,174376,2742.0,1838.8862,679.7904
2018-11-17,VA2836597248,174376,2741.9485,1967.4424,632.3606
2018-11-18,VA2836597248,174376,2741.7734,2034.5608,567.3508
2018-11-19,VA2836597248,174376,2741.6528,1900.2264,564.99243
2018-11-20,VA2836597248,174376,2741.4521,1927.4388,536.78455
2018-11-21,VA2836597248,174376,2740.4407,1830.8453,542.4112
2018-11-22,VA2836597248,174376,2741.378,1069.7561,687.4146
2018-11-23,VA2836597248,174376,2735.0122,1466.1411,711.546
2018-11-24,VA2836597248,174376,2731.4607,2010.8629,569.1574
2018-11-25,VA2836597248,174376,2725.9736,1987.736,571.3366
2018-11-26,VA2836597248,174376,2723.7139,1881.2379,567.59106
2018-11-27,VA2836597248,174376,2721.101,1842.4681,576.2884
2018-11-28,VA2836597248,174376,2717.4473,1899.7399,612.61383
2018-11-29,VA2836597248,174376,2715.101,1916.288,619.23737
2018-11-30,VA2836597248,174376,2713.6333,1890.2046,598.3127400000002
2018-12-01,VA2836597248,174376,2711.6162,1920.9574,600.6822
2018-12-02,VA2836597248,174376,2709.6511,2029.9677,625.6978
2018-12-03,VA2836597248,174376,2709.2974,1869.5298,648.31354
2018-12-04,VA2836597248,174376,2709.0505,1831.0253,613.84454
2018-12-05,VA2836597248,174376,2708.8306,1876.781,617.5661
2018-12-06,VA2836597248,174376,2708.4429,1902.2368,631.6667
2018-12-07,VA2836597248,174376,2700.766,1963.0646,611.9718
2018-12-08,VA2836597248,174376,2704.0554,2057.3452,551.6873
2018-12-09,VA2836597248,174376,2988.4258,2010.1956,549.8896
2018-12-10,VA2836597248,174376,3205.3118,2035.3118,552.7
2018-12-11,VA2836597248,174376,3192.6624,1854.1324,565.59937
2018-12-12,VA2836597248,174376,3178.9094,1894.0162,554.6569999999998
2018-12-13,VA2836597248,174376,3165.9790000000007,1861.6095,515.90765
2018-12-14,VA2836597248,174376,3158.6638,2210.0186,461.57788
2018-12-15,VA2836597248,174376,3135.0947,2220.0122,409.09476
2018-12-16,VA2836597248,174376,3122.5247,2242.7786,451.2774
2018-12-17,VA2836597248,174376,3111.792,2257.4705,457.89127
2018-12-18,VA2836597248,174376,3103.1943,2219.2527,487.1111
2018-12-19,VA2836597248,174376,3095.8459999999995,2181.0708,497.81564
2018-12-20,VA2836597248,174376,3088.5151,2135.897,494.35757
2018-12-21,VA2836597248,174376,3083.1348,2245.8057,495.82382
2018-12-22,VA2836597248,174376,3077.2703,2217.559,484.12732
2018-12-23,VA2836597248,174376,3071.2986,2228.4985,514.9452
2018-12-24,VA2836597248,174376,3069.4302,2201.8926,504.92206
2018-12-25,VA2836597248,174376,3063.6387,2253.771,476.34637
2018-12-26,VA2836597248,174376,3060.8765,2287.3677,476.75064
2018-12-27,VA2836597248,174376,3058.5652,2074.883,512.8505
2018-12-28,VA2836597248,174376,3053.4065,2160.107,514.08014
2018-12-29,VA2836597248,174376,3050.612,1921.8252,540.3606599999998
2018-12-30,VA2836597248,174376,3046.6687,2068.4521,562.3567
2018-12-31,VA2836597248,174376,3043.6265,2059.8604,567.8717
2019-01-01,VA2836597248,174376,3041.2996,2162.0132,533.63214
2019-01-02,VA2836597248,174376,3036.3140000000008,1960.1862,556.2591
2019-01-03,VA2836597248,174376,3032.8872,1824.0526,550.1203
2019-01-04,VA2836597248,174376,3028.523,1854.8622,536.7456
2019-01-05,VA2836597248,174376,3026.3162,2109.306,456.02875
2019-01-06,VA2836597248,174376,3025.0237,2150.9814,467.3483
2019-01-07,VA2836597248,174376,3024.659,1964.4636,530.21075
2019-01-08,VA2836597248,174376,3023.9067,2008.3297,519.73834
2019-01-09,VA2836597248,174376,3024.0,2001.0682,472.31494
2019-01-10,VA2836597248,174376,3024.0,1776.7543,503.01364
2019-01-11,VA2836597248,174376,3023.5308,1845.7401,533.361
2019-01-12,VA2836597248,174376,3021.9668,2010.7947,512.1457
2019-01-13,VA2836597248,174376,3013.6516,2032.6133,527.9965
2019-01-14,VA2836597248,174376,3007.9653,1906.0652,553.04785
2019-01-15,VA2836597248,174376,3004.8809,1969.466,492.60886
2019-01-16,VA2836597248,174376,3001.1392,1984.8646,520.8947
2019-01-17,VA2836597248,174376,2997.101,1815.8988,495.2646
2019-01-18,VA2836597248,174376,2992.8682,1659.527,469.00674
2019-01-19,VA2836597248,174376,2991.1375,2080.2703,424.4905
2019-01-20,VA2836597248,174376,2990.7231,2182.1208,426.7527
2019-01-21,VA2836597248,174376,2987.9895,1837.2214,462.28027
2019-01-22,VA2836597248,174376,2986.0361,1939.5328,443.07565
2019-01-23,VA2836597248,174376,2984.3333,1780.8572,452.82654
2019-01-24,VA2836597248,174376,2982.1838,1669.1948,469.11765
2019-01-25,VA2836597248,174376,2980.8647,1716.5514,492.36215
2019-01-26,VA2836597248,174376,2979.4438,2028.6907,498.8781
2019-01-27,VA2836597248,174376,2976.6975,2115.7637,453.83688
2019-01-28,VA2836597248,174376,2974.9688,1775.9297,472.69922
2019-01-29,VA2836597248,174376,2972.3838,1809.7878,462.05386
2019-01-30,VA2836597248,174376,2971.316,1709.9146,479.1896
2019-01-31,VA2836597248,174376,2969.1597,1745.0,478.2834
2019-02-01,VA2836597248,174376,2967.2102,1952.6144,475.94415
2019-02-02,VA2836597248,174376,2969.012,1087.4458,588.31323
2019-02-03,VA2836597248,174376,2967.9634,958.4756,630.7561
2019-02-04,VA2836597248,174376,2966.6387,939.92773,669.8915400000002
2019-02-05,VA2836597248,174376,2966.1567,992.6988,692.7108
2019-02-06,VA2836597248,174376,2964.0,1038.9512,710.86584
2019-02-07,VA2836597248,174376,2961.8293,1043.817,713.86584
2019-02-08,VA2836597248,174376,2961.244,1028.3292,739.35364
2019-02-09,VA2836597248,174376,2960.9048,1041.7738,732.0595
2019-02-10,VA2836597248,174376,2960.4512,1003.89026,737.39026
2019-02-11,VA2836597248,174376,2959.2683,984.9146,742.3415
2019-02-12,VA2836597248,174376,2958.0366,1024.6342,743.561
2019-02-13,VA2836597248,174376,2957.1191,1050.4642,747.7619
2019-02-14,VA2836597248,174376,2956.6438,1556.3793,705.0345
2019-02-15,VA2836597248,174376,2956.6748,1789.1232,651.5616
2019-02-16,VA2836597248,174376,2956.4167,1939.0746,602.5614
2019-02-17,VA2836597248,174376,2956.2603,2037.2236,571.62195
2019-02-18,VA2836597248,174376,2956.125,1964.7701,572.7137
2019-02-19,VA2836597248,174376,2954.9827,1914.5887,553.9524
2019-02-20,VA2836597248,174376,2954.7393,1979.1025,548.46155
2019-02-21,VA2836597248,174376,2953.9084,2003.3168,551.1030000000002
2019-02-22,VA2836597248,174376,2953.2136,1970.9,558.0636599999998
2019-02-23,VA2836597248,174376,2951.7444,1887.2329,562.1080000000002
2019-02-24,VA2836597248,174376,2951.1484,1830.9059,561.6089
2019-02-25,VA2836597248,174376,2949.567,1939.4742,565.85565
2019-02-26,VA2836597248,174376,2949.5203,1980.2217,529.90497
2019-02-27,VA2836597248,174376,2949.278,2075.8684,530.21466
2019-02-28,VA2836597248,174376,2949.6328,1958.1864,549.0113
2019-03-01,VA2836597248,174376,2949.1228,1875.3632,565.1229
2019-03-02,VA2836597248,174376,2948.3296,1947.0,533.6818
2019-03-03,VA2836597248,174376,2947.36,2052.617,555.65137
2019-03-04,VA2836597248,174376,2947.1436,1880.5779,539.0779
2019-03-05,VA2836597248,174376,2946.7253,1904.073,527.8069
2019-03-06,VA2836597248,174376,2945.7893,1934.556,545.3722
2019-03-07,VA2836597248,174376,2944.775,1902.2443,532.8702400000002
2019-03-08,VA2836597248,174376,2942.1836,2058.9795,523.5442
2019-03-09,VA2836597248,174376,2941.5544,1906.7555,520.3913
2019-03-10,VA2836597248,174376,2941.076,1946.1139,505.29114
2019-03-11,VA2836597248,174376,2940.9011,1754.936,517.2035
2019-03-12,VA2836597248,174376,2940.5767,1868.6451,517.6573
2019-03-13,VA2836597248,174376,2939.4656,1900.5818,499.46545
2019-03-14,VA2836597248,174376,2939.144,1942.3729,507.55508
2019-03-15,VA2836597248,174376,2938.75,2219.817,521.92255
2019-03-16,VA2836597248,174376,2938.9192,2072.1255,530.9327400000002
2019-03-17,VA2836597248,174376,2938.7837,1897.4973,549.74054
2019-03-18,VA2836597248,174376,2938.291,1887.1455,532.55457
2019-03-19,VA2836597248,174376,2937.5154,1888.3265,552.44385
2019-03-20,VA2836597248,174376,2936.7446,1886.4788,565.18085
2019-03-21,VA2836597248,174376,2935.4766,1910.8706,584.22943
2019-03-22,VA2836597248,174376,2934.6206,1836.1931,575.4138
2019-03-23,VA2836597248,174376,2934.365,1921.0741,562.7037
2019-03-24,VA2836597248,174376,2933.228,1901.1503,548.7202
2019-03-25,VA2836597248,174376,2932.6511,1837.2616,529.1686
2019-03-26,VA2836597248,174376,2931.7869,1842.6982,522.7574
2019-03-27,VA2836597248,174376,2930.307,1897.0149,514.34656
2019-03-28,VA2836597248,174376,2929.4314,1934.5381,521.11676
2019-03-29,VA2836597248,174376,2929.182,1942.793,518.2121
2019-03-30,VA2836597248,174376,2928.9697,2011.4495,532.6869
2019-03-31,VA2836597248,174376,2929.0066,1907.7351,548.2119
2019-04-01,VA2836597248,174376,2928.9058,1924.3403,526.5288
2019-04-02,VA2836597248,174376,2928.866,1893.421,530.3397
2019-04-03,VA2836597248,174376,2928.2266,1718.9066,532.9267
2019-04-04,VA2836597248,174376,2926.8484,1795.3033,526.39813
2019-04-05,VA2836597248,174376,2925.491,1783.4242,522.2303
2019-04-06,VA2836597248,174376,2926.06,1779.0526,527.2105
2019-04-07,VA2836597248,174376,2924.9624,1856.2625,569.7062400000002
2019-04-08,VA2836597248,174376,2923.6528,2082.5557,528.9236
2019-04-10,VA2836597248,174376,2924.4807,1891.0577,539.61536
2019-04-11,VA2836597248,174376,2923.4043,1673.9706,524.67645
2019-04-12,VA2836597248,174376,2921.7825,1775.0621,524.50256
2019-04-13,VA2836597248,174376,2920.2131,1911.8213,509.9691
2019-04-14,VA2836597248,174376,2919.3390000000004,1747.8793,503.72415
2019-04-15,VA2836597248,174376,2919.3901,1791.8014,564.2057
2019-04-16,VA2836597248,174376,2919.073,1768.6277,557.64233
2019-04-17,VA2836597248,174376,2918.165,2033.7339,545.0459
2019-04-18,VA2836597248,174376,2918.2788,1957.8606,553.9918
2019-04-19,VA2836597248,174376,2919.6365,1867.1023,558.1705
2019-04-20,VA2836597248,174376,2919.8977,1929.6136,550.375
2019-04-21,VA2836597248,174376,2920.078,1968.5667,533.73334
2019-04-22,VA2836597248,174376,2920.7673,1947.6046,520.02325
2019-04-23,VA2836597248,174376,2921.2334,1928.9556,548.3
2019-04-24,VA2836597248,174376,2921.8171,1851.183,563.7439
2019-04-25,VA2836597248,174376,2920.7778,1727.8766,580.0123
2019-04-26,VA2836597248,174376,2920.1396,1709.3256,595.94183
2019-04-27,VA2836597248,174376,2919.8943,1734.8212,577.86993
2019-04-28,VA2836597248,174376,2919.5122,1485.9512,582.9878
2019-04-29,VA2836597248,174376,2918.6506,1501.5421,620.2651
2019-04-30,VA2836597248,174376,2917.2236,1906.4736,602.0395
2018-10-01,VA1274217216,29473,3031.9885,1740.7701,601.0459599999998
2018-10-02,VA1274217216,29473,3028.244,1658.5,605.6707
2018-10-03,VA1274217216,29473,3026.0435,1682.1392,605.4087
2018-10-04,VA1274217216,29473,3024.6748,1703.3976,589.78314
2018-10-05,VA1274217216,29473,3024.0,1666.0115,539.9425
2018-10-06,VA1274217216,29473,3023.8252,2085.5728,546.19415
2018-10-07,VA1274217216,29473,3024.0,2084.8672,575.1797
2018-10-08,VA1274217216,29473,3023.4453,2131.1643,576.8219
2018-10-09,VA1274217216,29473,3016.3005,1998.1699,577.7386
2018-10-10,VA1274217216,29473,3009.0742,2143.6487,581.3919
2018-10-11,VA1274217216,29473,3007.9536,2012.3704,566.4352
2018-10-12,VA1274217216,29473,3006.4414,2188.2961,532.22345
2018-10-13,VA1274217216,29473,3003.2175,2382.5176,523.4294
2018-10-14,VA1274217216,29473,3001.6235,2188.1604,502.80865
2018-10-15,VA1274217216,29473,2996.7114,2390.737,473.75772
2018-10-16,VA1274217216,29473,2995.6165,2124.959,484.4452
2018-10-17,VA1274217216,29473,2993.7673,2090.5117,522.9069999999998
2018-10-18,VA1274217216,29473,2991.4639,2131.2463,511.26813
2018-10-19,VA1274217216,29473,2990.9795,2019.4227,540.51544
2018-10-20,VA1274217216,29473,2988.4973,2101.7932,536.3799
2018-10-21,VA1274217216,29473,2984.2195,2165.0977,440.95935
2018-10-22,VA1274217216,29473,2982.2773,2037.8228,464.19547
2018-10-23,VA1274217216,29473,2980.4934,2084.1494,485.81818
2018-10-24,VA1274217216,29473,2977.843,2060.314,521.6337
2018-10-25,VA1274217216,29473,2975.2666,2062.3333,564.7
2018-10-26,VA1274217216,29473,2973.2363,2220.991,530.11365
2018-10-27,VA1274217216,29473,2972.0276,2224.3271,513.01385
2018-10-28,VA1274217216,29473,2968.7537,2221.7214,479.51785
2018-10-29,VA1274217216,29473,2967.5579,2146.0945,500.54507
2018-10-30,VA1274217216,29473,2965.0,2116.5854,519.6632
2018-10-31,VA1274217216,29473,2961.6296,2090.0422,505.6508
2018-11-01,VA1274217216,29473,2958.8806,2187.4155,529.7284
2018-11-02,VA1274217216,29473,2957.1614,2146.9797,517.25806
2018-11-03,VA1274217216,29473,2956.5464,2129.683,545.83606
2018-11-04,VA1274217216,29473,2955.877,2081.5923,570.3692
2018-11-05,VA1274217216,29473,2954.0085,2107.1477,537.29535
2018-11-06,VA1274217216,29473,2951.4626,2115.0054,535.05853
2018-11-07,VA1274217216,29473,2950.9424,2068.0576,568.8057
2018-11-08,VA1274217216,29473,2948.8618,2227.2056,530.41846
2018-11-09,VA1274217216,29473,2947.7178,2137.1453,528.3629
2018-11-10,VA1274217216,29473,2947.054,2143.347,539.8153
2018-11-11,VA1274217216,29473,2945.8909,2152.4192,554.4192
2018-11-12,VA1274217216,29473,2942.523,2143.8618,532.35565
2018-11-13,VA1274217216,29473,2940.9792,2168.204,536.4375
2018-11-14,VA1274217216,29473,2939.3374,2157.3562,499.275
2018-11-15,VA1274217216,29473,2938.1843,2216.4587,514.0627400000002
2018-11-16,VA1274217216,29473,2935.6182,2187.4016,484.16534
2018-11-17,VA1274217216,29473,2934.0261,2180.5957,480.6348
2018-11-18,VA1274217216,29473,2931.8738,2178.4055,485.53152
2018-11-19,VA1274217216,29473,2929.5290000000005,2190.4949,437.98294
2018-11-20,VA1274217216,29473,2928.75,2212.5264,462.0
2018-11-21,VA1274217216,29473,2928.1062,2239.5605,460.2381
2018-11-22,VA1274217216,29473,2926.5464,2174.4795,475.1524
2018-11-23,VA1274217216,29473,2925.3137,2156.0273,493.90454000000005
2018-11-24,VA1274217216,29473,2923.561,2170.931,494.3699
2018-11-25,VA1274217216,29473,2920.7646,2217.647,464.69897
2018-11-26,VA1274217216,29473,2920.3142,2055.1487,483.78287
2018-11-27,VA1274217216,29473,2918.593,2095.231,459.89655
2018-11-28,VA1274217216,29473,2917.312,2172.7092,437.34396
2018-11-29,VA1274217216,29473,2917.5527,1964.4796,465.91058
2018-11-30,VA1274217216,29473,2917.9268,1569.9512,491.81708
2018-12-01,VA1274217216,29473,2916.695,1440.0731,497.2561
2018-12-02,VA1274217216,29473,2912.7197,1986.2898,444.69565
2018-12-03,VA1274217216,29473,2912.1487,2195.435,452.487
2018-12-04,VA1274217216,29473,2910.7937,2197.0198,477.9405
2018-12-05,VA1274217216,29473,2906.198,2086.5095,446.1258
2018-12-06,VA1274217216,29473,2902.6602,2198.9937,433.41666
2018-12-07,VA1274217216,29473,2902.4954,2175.1897,484.58334
2018-12-08,VA1274217216,29473,2901.5977,2232.7153,475.85367
2018-12-09,VA1274217216,29473,2900.3486,2241.0706,458.55188
2018-12-10,VA1274217216,29473,2898.725,2197.8726,461.03983
2018-12-11,VA1274217216,29473,2895.3674,2215.3333,450.80682
2018-12-12,VA1274217216,29473,2894.2698,2216.9377,448.7552
2018-12-13,VA1274217216,29473,2892.9333,2223.9365,435.8889
2018-12-14,VA1274217216,29473,2888.746,2199.0444,384.47906
2018-12-15,VA1274217216,29473,2886.7078,2285.3416,380.33847
2018-12-16,VA1274217216,29473,2885.6687,2269.4875,399.775
2018-12-17,VA1274217216,29473,2884.2107,2222.3994,396.10376
2018-12-18,VA1274217216,29473,2883.367,2257.8777,394.59634
2018-12-19,VA1274217216,29473,2883.0422,2219.8767,406.8134
2018-12-20,VA1274217216,29473,2883.0,2174.8015,423.48737
2018-12-21,VA1274217216,29473,2883.0,2120.6594,439.1293
2018-12-22,VA1274217216,29473,2882.5,2185.8374,463.88333
2018-12-23,VA1274217216,29473,2879.8118,2326.4941,449.8745
2018-12-24,VA1274217216,29473,2873.6155,2111.5303,485.4980000000001
2018-12-25,VA1274217216,29473,2866.8906,2146.1543,462.59808
2018-12-26,VA1274217216,29473,2864.4668,2224.2405,451.54355
2018-12-27,VA1274217216,29473,2861.7537,2244.3225,445.9529
2018-12-28,VA1274217216,29473,2860.1062,2212.2637,464.6811
2018-12-29,VA1274217216,29473,2859.0173,2116.1667,474.49652
2018-12-30,VA1274217216,29473,2854.6558,2210.304,474.7619
2018-12-31,VA1274217216,29473,2851.3013,2193.1057,474.94232
2019-01-01,VA1274217216,29473,2849.889,2215.6924,473.2436
2019-01-02,VA1274217216,29473,2848.245,2218.019,476.39847
2019-01-03,VA1274217216,29473,2845.525,2160.0469,422.5718700000001
2019-01-04,VA1274217216,29473,2842.3774,2230.3872,420.52902
2019-01-05,VA1274217216,29473,2840.0332,2232.9485,444.19485
2019-01-06,VA1274217216,29473,2837.4573,2243.8992,473.1589
2019-01-07,VA1274217216,29473,2833.888,2207.1042,465.84555
2019-01-08,VA1274217216,29473,2830.0664,2168.3037,429.85443
2019-01-09,VA1274217216,29473,2827.9138,2205.724,429.2655
2019-01-10,VA1274217216,29473,2824.8438,2201.9768,410.03656
2019-01-11,VA1274217216,29473,2820.4985,2239.8777,408.58307
2019-01-12,VA1274217216,29473,2817.2083,2234.1487,447.8736
2019-01-13,VA1274217216,29473,2813.5461,2272.3396,442.0369
2019-01-14,VA1274217216,29473,2811.92,2205.4120000000007,443.1
2019-01-15,VA1274217216,29473,2808.7869,2180.1172,396.68167
2019-01-16,VA1274217216,29473,2806.8015,2188.7979,420.76895
2019-01-17,VA1274217216,29473,2805.9006,2238.0808,440.68015
2019-01-18,VA1274217216,29473,2804.5317,2198.433,438.10916
2019-01-19,VA1274217216,29473,2801.726,2196.9128,436.1826
2019-01-20,VA1274217216,29473,2799.658,2201.3218,402.13794
2019-01-21,VA1274217216,29473,2797.1594,2214.0312,428.57977
2019-01-22,VA1274217216,29473,2793.3281,2279.403,408.6281
2019-01-23,VA1274217216,29473,2789.9246,2264.4492,402.11148
2019-01-24,VA1274217216,29473,2788.4412,2271.146,403.6889
2019-01-25,VA1274217216,29473,2785.4338,2176.492,378.75397
2019-01-26,VA1274217216,29473,2781.8716,2257.3914,413.1407
2019-01-27,VA1274217216,29473,2780.0544,2232.4094,446.94928
2019-01-28,VA1274217216,29473,2778.5078,2221.4414,453.26953
2019-01-29,VA1274217216,29473,2774.0068,2171.8208,438.71036
2019-01-30,VA1274217216,29473,2770.7217,2172.2957,419.3623
2019-01-31,VA1274217216,29473,2767.7957,2212.5767,439.6533
2019-02-01,VA1274217216,29473,2764.0479,2216.2507,411.1045
2019-02-02,VA1274217216,29473,2762.1548,2179.0134,418.6027
2019-02-03,VA1274217216,29473,2760.8447,2230.443,448.04166
2019-02-04,VA1274217216,29473,2757.3552,2127.8354,429.82895
2019-02-05,VA1274217216,29473,2753.4,2202.6228,405.82
2019-02-06,VA1274217216,29473,2751.4607,2179.3528,440.8174
2019-02-07,VA1274217216,29473,2749.58,2147.6924,412.68588
2019-02-08,VA1274217216,29473,2746.5398,2187.9802,435.7616
2019-02-09,VA1274217216,29473,2744.9412,2211.7207,462.31863
2019-02-10,VA1274217216,29473,2743.8035,2135.4326,522.2977
2019-02-11,VA1274217216,29473,2742.1926,2137.4678,480.30734
2019-02-12,VA1274217216,29473,2742.0,2057.06,439.28796
2019-02-13,VA1274217216,29473,2742.0,2215.4224,463.15518
2019-02-14,VA1274217216,29473,2742.0,2159.5967,459.794
2019-02-15,VA1274217216,29473,2740.1672,2345.2083,430.0186
2019-02-16,VA1274217216,29473,2730.3374,2336.478,449.35742
2019-02-17,VA1274217216,29473,2726.757,2319.9673,453.2617
2019-02-18,VA1274217216,29473,2725.2134,2159.5867,437.37778
2019-02-19,VA1274217216,29473,2723.9841,2206.4443,454.7976
2019-02-20,VA1274217216,29473,2720.2122,2157.71,460.12122
2019-02-21,VA1274217216,29473,2718.25,2179.2722,479.0357
2019-02-22,VA1274217216,29473,2715.5623,2158.8606,495.32837
2019-02-23,VA1274217216,29473,2713.2573,2195.3516,483.73267
2019-02-24,VA1274217216,29473,2710.8953,2243.8257,463.78683
2019-02-25,VA1274217216,29473,2709.514,2184.1729,448.5327
2019-02-26,VA1274217216,29473,2709.068,2170.858,467.91476
2019-02-27,VA1274217216,29473,2707.3508,2222.782,453.4076
2019-02-28,VA1274217216,29473,2705.7612,2446.9587,443.03293
2019-03-01,VA1274217216,29473,2705.3967,2405.325,448.9156200000001
2019-03-02,VA1274217216,29473,2704.7202,2183.114,487.59586
2019-03-03,VA1274217216,29473,2703.2512,2207.907,470.02325
2019-03-04,VA1274217216,29473,2702.1736,2233.6074,459.73972
2019-03-05,VA1274217216,29473,2700.6707,2169.4136,456.3052
2019-03-06,VA1274217216,29473,2698.848,2156.098,508.30435
2019-03-07,VA1274217216,29473,2693.3105,2129.9736,507.90527
2019-03-08,VA1274217216,29473,2693.023,2218.6184,500.6145
2019-03-09,VA1274217216,29473,2692.956,2209.092,501.2763
2019-03-10,VA1274217216,29473,2692.6719,2149.8489,517.6042
2019-03-11,VA1274217216,29473,2691.8394,2248.132,484.1607
2019-03-12,VA1274217216,29473,2691.0903,2276.0828,462.67294
2019-03-13,VA1274217216,29473,2687.8015,2232.4307,450.49814
2019-03-14,VA1274217216,29473,2686.9626,2274.9326,447.08987
2019-03-15,VA1274217216,29473,2685.9478,2180.2349,460.33044
2019-03-16,VA1274217216,29473,2684.4167,2216.3875,480.07916
2019-03-17,VA1274217216,29473,2683.403,2235.5095,476.0038
2019-03-18,VA1274217216,29473,2682.0793,2277.147,469.55295
2019-03-19,VA1274217216,29473,2680.0886,2343.9844,437.3125
2019-03-20,VA1274217216,29473,2679.093,2191.7139,426.36206
2019-03-21,VA1274217216,29473,2678.321,2155.2173,435.16052
2019-03-22,VA1274217216,29473,2676.4053,2179.375,467.0043
2019-03-23,VA1274217216,29473,2675.3875,2181.6396,480.11713
2019-03-24,VA1274217216,29473,2674.4822,2208.5178,500.64145
2019-03-25,VA1274217216,29473,2673.0781,2219.6375,453.7125
2019-03-26,VA1274217216,29473,2671.418,2187.7522,460.02985
2019-03-27,VA1274217216,29473,2670.2808,2219.877,475.5731
2019-03-28,VA1274217216,29473,2669.1196,2187.0388,472.49295
2019-03-29,VA1274217216,29473,2668.3352,2214.6702,504.7553
2019-03-30,VA1274217216,29473,2666.5078,2145.8513,490.90256
2019-03-31,VA1274217216,29473,2665.347,2138.5115,477.26028
2019-04-01,VA1274217216,29473,2664.9282,2175.515,490.61078
2019-04-02,VA1274217216,29473,2664.0059,2103.1191,474.5119
2019-04-03,VA1274217216,29473,2662.725,2155.7,505.3625
2019-04-04,VA1274217216,29473,2661.1826,2100.3218,517.4174
2019-04-05,VA1274217216,29473,2660.0583,2018.0073,511.0511
2019-04-06,VA1274217216,29473,2659.39,1967.81,538.63
2019-04-07,VA1274217216,29473,2658.7349,2026.9277,555.51807
2019-04-08,VA1274217216,29473,2657.9429,1890.238,538.1429
2019-04-09,VA1274217216,29473,2647.4138,2038.4023,585.8276
2019-04-10,VA1274217216,29473,2648.0786,1961.1686,558.0899
2019-04-11,VA1274217216,29473,2648.0247,1989.0247,582.4815
2019-04-12,VA1274217216,29473,2648.0242,1958.8674,557.78314
2019-04-13,VA1274217216,29473,2648.0,1946.131,556.1548
2019-04-14,VA1274217216,29473,2647.7285,1941.679,531.96295
2019-04-15,VA1274217216,29473,2647.2114,1961.125,501.01923
2019-04-16,VA1274217216,29473,2646.3809,2030.7858,528.9405
2019-04-17,VA1274217216,29473,2645.2632,2015.4736,520.0421
2019-04-18,VA1274217216,29473,2641.5,2037.3292,532.40247
2019-04-19,VA1274217216,29473,2640.2024,2048.476,487.7857
2019-04-20,VA1274217216,29473,2639.9495,2014.7778,488.9192
2019-04-21,VA1274217216,29473,2639.2087,2026.989,473.3406700000001
2019-04-22,VA1274217216,29473,2638.6145,2042.0361,497.3494
2019-04-23,VA1274217216,29473,2638.0603,2029.5903,526.0
2019-04-24,VA1274217216,29473,2636.7654,2048.8147,532.82715
2019-04-25,VA1274217216,29473,2636.7654,2051.8643,525.96295
2019-04-26,VA1274217216,29473,2634.6785,2005.988,537.1786
2019-04-27,VA1274217216,29473,2631.5662,1992.8073,541.3735
2019-04-28,VA1274217216,29473,2630.8555,1990.9277,546.1566
2019-04-29,VA1274217216,29473,2630.1829,1921.1827,546.7957
2019-04-30,VA1274217216,29473,2884.4873,2075.4119,521.6134599999998
